car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,co2_emissions_g_km,price_usd,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
2246,X7,2015,3.5,224,petrol,automatic,AWD,170136,9.7,211,87397,5,5,suv,black,2,no,,Italy
2247,X5,2015,3.3,324,diesel,automatic,AWD,99308,8.4,172,55863,5,5,suv,white,4,no,partial,Italy
2248,X7,2014,3.7,332,hybrid,automatic,AWD,202484,6.5,146,79802,5,5,suv,silver,3,yes,full,Netherlands
2249,Z4,2018,2.8,223,petrol,automatic,RWD,92833,9.2,203,58475,2,2,convertible,red,3,no,full,France
2250,X7,2020,4.2,381,hybrid,automatic,AWD,69449,6.7,134,118761,5,5,suv,black,1,no,full,Italy
2251,X3,2011,2.9,316,diesel,automatic,AWD,178738,8.4,189,31896,5,5,suv,black,3,no,partial,USA
2252,X5,2021,3.9,349,petrol,automatic,AWD,14078,10,210,75325,5,5,suv,silver,0,no,none,Italy
2253,i4,2012,0,320,electric,,RWD,187211,0,0,41635,4,5,coupe,white,2,no,full,Turkey
2254,X7,2024,3.5,259,petrol,automatic,AWD,0,9.1,203,139798,5,5,suv,blue,0,no,full,Germany
2255,X1,2018,1.7,141,diesel,automatic,FWD,98016,6.1,141,24770,5,5,suv,white,3,yes,none,Netherlands
2256,5 Series,2022,2.5,273,diesel,automatic,RWD,36634,7.7,162,57279,4,5,sedan,grey,2,no,full,UK
2257,7 Series,2020,0,426,electric,automatic,RWD,16970,0,0,128643,4,5,sedan,white,,no,full,Turkey
2258,i7,2019,0,532,electric,automatic,RWD,29099,0,0,130622,4,4,sedan,grey,1,yes,none,Spain
2259,X7,2016,3.6,314,diesel,automatic,AWD,122166,7.8,170,83452,5,5,suv,white,4,no,partial,USA
2260,X1,2011,1.6,212,petrol,automatic,FWD,133746,7.1,153,26403,5,5,suv,blue,3,no,partial,Netherlands
2261,3 Series,2017,2.4,226,diesel,automatic,AWD,152030,7,157,28612,4,5,sedan,black,1,no,partial,Netherlands
2262,1 Series,2020,,281,hybrid,automatic,FWD,90469,5.8,133,25215,5,4,hatchback,black,1,no,full,Turkey
2263,Z4,2013,3,264,petrol,automatic,RWD,231535,9.3,209,31364,2,2,convertible,silver,5,yes,none,UK
2264,3 Series,2022,2.3,172,diesel,automatic,AWD,29948,6.9,161,34348,4,5,sedan,white,2,yes,full,Turkey
2265,i3,2024,0,226,electric,automatic,RWD,25498,0,0,52726,5,4,hatchback,black,0,yes,full,Turkey
2266,3 Series,2023,2.4,222,petrol,automatic,RWD,18800,8.9,214,47334,4,5,sedan,silver,1,no,full,Germany
2267,5 Series,2023,2.6,281,diesel,automatic,AWD,14159,7.7,170,66390,4,5,sedan,white,0,no,full,Spain
2268,i7,2015,0,421,electric,automatic,RWD,116487,0,0,128724,4,5,sedan,grey,3,no,full,UK
2269,5 Series,2011,3.4,347,hybrid,automatic,AWD,180205,5.4,105,42587,4,5,sedan,silver,4,no,partial,UK
2270,i3,2005,0,186,electric,automatic,RWD,257824,0,0,16016,5,4,hatchback,blue,5,yes,partial,USA
2271,3 Series,2012,2.4,214,hybrid,,AWD,240642,4.9,109,16848,4,5,sedan,white,5,no,partial,UK
2272,X5,2021,4.1,252,diesel,automatic,AWD,55158,9.2,213,77835,5,5,suv,black,1,no,full,Netherlands
2273,X7,2013,3.3,274,diesel,automatic,AWD,157711,8.9,189,80448,5,5,suv,white,4,no,partial,Netherlands
2274,3 Series,2016,3,233,hybrid,automatic,AWD,162266,5.9,115,31487,4,5,sedan,white,3,no,full,USA
2275,5 Series,2021,3.5,298,diesel,automatic,AWD,57870,,180,55557,4,5,sedan,black,1,no,full,Spain
2276,Z4,2024,2.8,210,petrol,automatic,RWD,7309,7.3,168,66057,2,2,convertible,black,1,no,full,Turkey
2277,X1,2022,2.4,252,hybrid,automatic,FWD,49391,4.8,92,48674,5,5,suv,black,2,no,full,Spain
2278,X5,2010,3.6,306,petrol,automatic,AWD,207992,10.5,236,46208,5,5,suv,white,3,no,full,France
2279,X7,2013,3.7,367,petrol,automatic,AWD,148822,10.3,221,82868,5,5,suv,white,3,no,partial,Italy
2280,X1,2021,1.9,172,hybrid,automatic,AWD,19595,4.2,101,44230,5,5,suv,grey,0,no,full,USA
2281,X1,2018,1.8,175,petrol,automatic,FWD,66443,7.6,162,33686,5,5,suv,white,1,no,none,Germany
2282,3 Series,2022,3.2,298,petrol,manual,AWD,30477,9.5,199,52532,4,5,sedan,silver,1,no,full,USA
2283,3 Series,2019,2.4,215,diesel,manual,AWD,52527,7.5,183,31343,4,5,sedan,silver,,yes,full,Spain
2284,3 Series,2015,2.6,231,petrol,automatic,RWD,160351,8.6,195,32211,4,5,sedan,silver,3,no,full,UK
2285,3 Series,2021,,178,hybrid,automatic,RWD,50637,,79,33336,4,5,sedan,silver,1,yes,full,France
2286,X1,2014,2,160,hybrid,,AWD,154768,4.4,102,23822,5,5,suv,grey,2,yes,full,USA
2287,X3,2020,3,264,diesel,automatic,RWD,27453,7.5,167,59893,5,5,suv,silver,0,no,full,France
2288,3 Series,2013,2.2,283,diesel,manual,RWD,116069,7.5,161,34112,4,5,sedan,silver,2,no,full,Turkey
2289,X1,2022,2.3,218,hybrid,automatic,FWD,22312,4.4,97,45879,5,5,suv,grey,1,no,partial,France
2290,X7,2022,3.1,256,diesel,automatic,AWD,29144,7.5,170,114368,5,5,suv,black,1,no,partial,Spain
2291,X7,2023,3.3,218,hybrid,automatic,AWD,17350,5.7,125,102384,5,5,suv,silver,1,no,partial,Italy
2292,X5,2007,3.5,316,hybrid,automatic,AWD,300000,5.7,135,40462,5,5,suv,white,3,no,full,Spain
2293,3 Series,2012,,216,diesel,manual,RWD,249631,6,132,14451,4,5,sedan,blue,3,yes,partial,Netherlands
2294,X3,2022,2.2,237,diesel,automatic,RWD,54036,6.2,135,63093,5,5,suv,white,1,no,full,France
2295,X7,2023,4,324,diesel,automatic,AWD,5166,9.1,210,130521,5,5,suv,silver,0,no,full,UK
2296,X1,2006,2.1,213,petrol,automatic,AWD,300000,8.4,190,15492,5,5,suv,black,3,no,full,France
2297,X7,2022,4.3,337,hybrid,automatic,AWD,33036,7.4,171,128067,5,5,suv,white,0,no,full,Germany
2298,5 Series,2020,3.7,308,diesel,automatic,RWD,56437,9.2,208,52325,4,5,sedan,,1,no,none,USA
2299,5 Series,2023,3.2,230,hybrid,automatic,RWD,0,5.3,122,63061,4,5,sedan,red,0,no,full,Italy
2300,X5,2014,3.5,273,diesel,automatic,AWD,82349,,184,65709,5,5,suv,silver,2,yes,full,Germany
2301,3 Series,2007,2.2,230,petrol,manual,AWD,160976,8.4,179,17187,4,5,sedan,black,4,yes,full,Turkey
2302,3 Series,2022,3,257,diesel,automatic,AWD,47482,7.5,171,40488,4,5,sedan,white,0,no,full,Italy
2303,5 Series,2020,2.5,272,petrol,automatic,AWD,20862,9.2,200,56060,4,5,sedan,white,1,no,partial,Italy
2304,X3,2013,2,213,diesel,automatic,RWD,187679,7.8,160,37205,5,5,suv,white,3,no,partial,Italy
2305,X5,2013,,255,petrol,automatic,AWD,171027,8.7,200,56320,5,5,suv,white,4,no,partial,USA
2306,X3,2024,2.9,296,petrol,automatic,RWD,0,9.3,,70304,5,5,suv,silver,0,no,partial,Netherlands
2307,X1,2019,1.7,147,diesel,automatic,FWD,150491,6.2,139,30850,5,5,suv,black,1,no,partial,Spain
2308,1 Series,2016,1.7,152,petrol,automatic,RWD,93205,7.9,182,19950,5,5,hatchback,white,4,no,full,Germany
2309,5 Series,2013,3.8,308,hybrid,automatic,RWD,113026,6.4,122,39681,4,5,sedan,blue,2,no,partial,France
2310,1 Series,2017,2.4,250,diesel,automatic,RWD,136179,6,121,24431,5,5,hatchback,silver,1,no,partial,UK
2311,X5,2016,3.3,291,hybrid,automatic,AWD,129880,5.3,112,63396,5,5,suv,silver,4,no,full,USA
2312,X3,2022,3.5,322,hybrid,automatic,RWD,10542,6,128,70015,5,5,suv,blue,1,no,,UK
2313,1 Series,2016,2.6,267,petrol,automatic,FWD,70958,8.7,192,21707,5,5,hatchback,white,3,no,partial,Germany
2314,i4,2014,0,322,electric,automatic,AWD,143575,0,0,54618,4,5,coupe,,1,no,full,Spain
2315,i7,2015,0,627,electric,automatic,AWD,102367,0,0,144775,4,4,sedan,silver,3,no,full,UK
2316,i4,2008,0,295,electric,automatic,RWD,300000,0,0,29076,4,5,coupe,black,2,yes,partial,Netherlands
2317,X5,2019,3.7,233,hybrid,automatic,AWD,65030,5.7,120,77884,5,5,suv,black,3,no,full,Italy
2318,X1,2023,2.1,185,petrol,automatic,AWD,0,7.2,168,51651,5,5,suv,white,0,no,full,France
2319,5 Series,2016,2.3,226,hybrid,,AWD,88670,,111,45977,4,5,sedan,white,2,no,partial,UK
2320,1 Series,2014,1.9,200,hybrid,manual,RWD,151239,4.2,86,16971,5,5,hatchback,black,4,no,full,UK
2321,7 Series,2024,0,433,electric,automatic,RWD,18691,0,0,115582,4,5,sedan,silver,0,yes,full,Netherlands
2322,X1,2022,2.1,169,petrol,automatic,FWD,29343,7.3,164,41721,5,5,suv,black,1,no,full,France
2323,5 Series,2022,4.3,379,petrol,automatic,RWD,18670,11.2,252,77291,4,5,sedan,white,0,no,full,Germany
2324,1 Series,2021,1.8,193,hybrid,automatic,RWD,42625,,,29684,3,4,hatchback,red,2,no,full,Netherlands
2325,X1,2023,2.4,203,diesel,automatic,FWD,11855,7.6,175,45896,5,5,suv,white,1,no,partial,Spain
2326,3 Series,2021,2.3,218,diesel,automatic,RWD,76117,6.5,134,38533,4,5,sedan,silver,1,no,full,Italy
2327,3 Series,2008,3.3,277,petrol,automatic,RWD,203377,9.3,207,18275,4,5,sedan,white,4,,full,Spain
2328,i7,2010,0,373,electric,automatic,RWD,190504,0,0,97967,4,4,sedan,silver,3,no,full,Netherlands
2329,Z4,2022,2.8,245,petrol,automatic,RWD,28501,8.9,189,75956,2,2,convertible,silver,1,no,full,Netherlands
2330,3 Series,2023,2.2,164,hybrid,automatic,RWD,26724,5,111,38897,4,5,sedan,silver,0,no,partial,Netherlands
2331,5 Series,2006,2.9,198,petrol,automatic,AWD,300000,8.4,179,20585,4,5,sedan,blue,2,no,none,Netherlands
2332,1 Series,2023,2.8,243,hybrid,automatic,FWD,19630,5.3,121,28674,5,4,hatchback,red,0,yes,partial,USA
2333,1 Series,2005,2.3,260,diesel,manual,RWD,109626,7.4,163,15563,5,4,hatchback,blue,2,no,full,Germany
2334,3 Series,2023,2.3,269,petrol,automatic,AWD,17985,7.5,173,49733,4,5,sedan,blue,0,no,full,USA
2335,X3,2008,2.4,163,petrol,automatic,RWD,177326,8.3,183,26421,5,5,suv,grey,3,yes,full,Spain
2336,X3,2021,2.2,231,hybrid,automatic,AWD,52669,5.2,107,55750,5,5,suv,white,1,no,full,Turkey
2337,5 Series,2019,4.1,344,diesel,automatic,AWD,91951,8.8,199,50973,4,5,sedan,grey,2,no,partial,Spain
2338,X5,2017,3,285,diesel,automatic,AWD,93906,8.3,195,66183,5,5,suv,white,1,no,full,Turkey
2339,X1,2021,1.7,131,diesel,automatic,AWD,62299,6.8,142,40776,5,5,suv,grey,0,no,full,Netherlands
2340,X7,2023,4.4,340,hybrid,automatic,AWD,26935,7.1,144,125272,5,5,suv,silver,0,no,partial,France
2341,X7,2010,4.2,360,petrol,automatic,AWD,169533,11,251,61230,5,5,suv,white,4,yes,full,Netherlands
2342,X3,2020,3,334,hybrid,automatic,AWD,62303,6,120,65236,5,5,suv,black,1,no,full,UK
2343,i4,2016,0,413,electric,automatic,RWD,123001,0,0,56483,4,5,coupe,grey,1,yes,full,France
2344,X5,2021,3.3,292,diesel,automatic,AWD,43810,7.7,185,78833,5,5,suv,black,1,no,full,Netherlands
2345,X3,2018,3.3,277,petrol,automatic,AWD,86835,10,199,58588,5,5,suv,black,1,no,full,Germany
2346,3 Series,2024,2.2,187,petrol,manual,AWD,0,7.6,152,47511,4,5,sedan,grey,0,no,full,UK
2347,X3,2023,2.2,202,hybrid,automatic,AWD,12435,4.8,105,64686,5,5,suv,white,0,,full,Turkey
2348,X3,2013,3,324,petrol,automatic,AWD,171004,9.2,204,33676,5,5,suv,silver,5,,full,Spain
2349,1 Series,2021,1.8,167,hybrid,manual,RWD,25479,4.5,113,27650,5,5,hatchback,grey,2,no,partial,Germany
2350,5 Series,2014,2.1,195,hybrid,automatic,AWD,221678,4.4,104,35543,4,5,sedan,silver,4,no,full,UK
2351,i3,2017,0,167,electric,automatic,RWD,98414,0,0,35882,5,4,hatchback,black,3,yes,full,Netherlands
2352,3 Series,2018,1.6,129,diesel,automatic,AWD,118952,5.6,126,28776,4,5,sedan,silver,1,no,full,Netherlands
2353,X7,2010,4.1,324,hybrid,automatic,AWD,178500,6.7,155,76068,5,5,suv,white,3,no,full,USA
2354,i3,2016,0,166,electric,automatic,RWD,156332,0,0,34584,5,4,hatchback,black,2,no,full,Turkey
2355,i7,2009,0,312,electric,automatic,AWD,248184,0,0,58834,4,4,sedan,white,5,yes,none,Turkey
2356,1 Series,2024,1.9,151,petrol,manual,FWD,12082,8.1,179,29704,3,5,hatchback,white,0,no,full,Germany
2357,i3,2022,0,191,electric,automatic,RWD,31398,0,0,57782,5,4,hatchback,grey,1,no,partial,France
2358,X1,2023,2.3,252,hybrid,automatic,FWD,4273,5,129,53071,5,5,suv,grey,0,no,full,Netherlands
2359,i3,2019,0,172,electric,automatic,RWD,107151,0,0,41054,5,4,hatchback,blue,2,no,none,Germany
2360,X5,2007,4.1,312,hybrid,automatic,AWD,300000,6,128,32550,5,5,suv,white,3,,partial,UK
2361,X1,2021,1.5,140,petrol,automatic,AWD,49392,7.6,175,38279,5,5,suv,black,1,no,partial,France
2362,X3,2018,2.8,247,hybrid,automatic,AWD,75985,5.5,130,47121,5,5,suv,silver,2,no,partial,Germany
2363,3 Series,2022,3.4,365,diesel,automatic,AWD,26423,9.1,201,50486,4,5,sedan,white,1,no,full,Germany
2364,X1,2024,1.6,178,petrol,automatic,AWD,249,6.8,135,49173,5,5,suv,red,0,no,full,Spain
2365,i3,2023,0,185,electric,automatic,RWD,29461,0,0,61282,5,4,hatchback,silver,0,no,full,UK
2366,X5,2014,3.7,338,hybrid,automatic,AWD,173099,6.3,125,65545,5,5,suv,black,1,no,partial,France
2367,Z4,2013,2.7,301,petrol,automatic,RWD,141859,8.8,204,39547,2,2,convertible,white,4,yes,full,Spain
2368,i7,2018,0,404,electric,automatic,AWD,105442,0,0,139209,4,4,sedan,white,1,no,full,Netherlands
2369,5 Series,2022,3.2,273,hybrid,automatic,RWD,54040,5.4,124,62372,4,5,sedan,blue,2,no,full,USA
2370,1 Series,2006,2.8,275,diesel,manual,RWD,196949,7.4,155,7637,3,5,hatchback,black,4,yes,partial,France
2371,X3,2008,2.1,242,hybrid,automatic,RWD,247279,5,120,20333,5,5,suv,grey,3,yes,none,Spain
2372,X3,2012,3.4,293,diesel,automatic,AWD,180263,9,187,36728,5,5,suv,black,4,yes,full,Netherlands
2373,X5,2013,3.7,390,hybrid,automatic,AWD,138411,6.7,150,68868,5,5,suv,black,5,no,full,Italy
2374,3 Series,2010,2.6,183,diesel,automatic,RWD,265518,7.3,164,16450,4,5,sedan,white,3,no,full,Germany
2375,i7,2016,0,437,electric,automatic,RWD,59139,0,0,116656,4,4,sedan,black,1,no,none,Spain
2376,1 Series,2022,2.6,244,hybrid,automatic,FWD,62523,5.5,117,28626,5,5,hatchback,silver,1,no,full,Netherlands
2377,X5,2012,4.3,380,diesel,automatic,AWD,174794,10.2,221,52123,5,5,suv,blue,2,no,none,USA
2378,5 Series,2007,,203,hybrid,automatic,RWD,251187,5.5,120,20405,4,5,sedan,black,4,no,partial,Turkey
2379,3 Series,2013,1.7,149,diesel,manual,AWD,72815,6.5,147,24831,4,5,sedan,red,3,yes,full,Germany
2380,5 Series,2010,3.8,330,hybrid,automatic,RWD,222527,6.6,161,27789,4,5,sedan,black,4,yes,,UK
2381,X3,2005,3.1,259,hybrid,automatic,AWD,300000,6.1,139,13334,5,5,suv,white,4,yes,none,Netherlands
2382,3 Series,2014,3.3,315,diesel,automatic,RWD,241712,7.3,173,19812,4,5,sedan,,1,yes,,Italy
2383,7 Series,2022,4.4,361,diesel,,AWD,38650,9.1,210,111856,4,5,sedan,grey,1,no,partial,Netherlands
2384,1 Series,2019,1.7,160,diesel,manual,RWD,85869,5.7,135,17853,5,5,hatchback,white,4,no,partial,France
2385,5 Series,2010,2.8,240,petrol,automatic,RWD,144464,9.4,197,36240,4,5,sedan,blue,5,no,partial,Netherlands
2386,X5,2012,4.2,325,hybrid,automatic,AWD,148881,6.7,146,61073,5,5,suv,silver,4,no,full,UK
2387,1 Series,2017,2.5,220,diesel,manual,RWD,114334,7.8,176,15416,5,5,hatchback,grey,1,yes,partial,Turkey
2388,X5,2019,4.3,417,petrol,automatic,AWD,92951,10.8,226,61081,5,5,suv,black,1,yes,partial,Spain
2389,i7,2019,0,381,electric,automatic,RWD,88751,0,0,168992,4,4,sedan,silver,2,no,full,Spain
2390,X3,2020,2.5,220,diesel,automatic,AWD,31086,6.7,168,59286,5,5,suv,black,2,,full,Spain
2391,i7,2020,0,596,electric,automatic,AWD,44155,0,0,155521,4,4,sedan,red,0,no,partial,France
2392,X7,2006,4,235,diesel,automatic,AWD,87890,8.9,196,67937,5,5,suv,black,4,no,full,UK
2393,3 Series,2019,2.4,276,petrol,automatic,RWD,20892,8.9,192,43457,4,5,sedan,grey,2,no,full,Germany
2394,Z4,2022,2.2,156,petrol,automatic,RWD,0,7.5,171,70179,2,2,convertible,black,1,no,full,Netherlands
2395,X1,2023,2,167,petrol,automatic,FWD,0,8.5,200,47001,5,5,suv,black,0,no,partial,Germany
2396,1 Series,2021,2.9,316,petrol,manual,FWD,32167,9.3,199,32843,5,5,hatchback,black,1,no,full,France
2397,1 Series,2021,2.3,264,hybrid,automatic,RWD,57521,5.1,102,24559,3,4,hatchback,white,0,no,partial,Turkey
2398,X7,2013,,331,petrol,automatic,AWD,142629,9.7,206,93517,5,5,suv,black,2,no,full,UK
2399,X7,2008,3.8,359,diesel,automatic,AWD,211588,8.7,,72216,5,5,suv,white,2,no,full,Netherlands
2400,X1,2010,2.4,279,petrol,automatic,AWD,138187,8.4,178,30184,5,5,suv,white,2,no,full,France
2401,5 Series,2023,3.8,361,petrol,automatic,AWD,12494,10.4,229,77088,4,5,sedan,red,0,no,full,France
2402,i3,2020,0,248,electric,automatic,RWD,97576,0,0,54639,5,4,hatchback,grey,1,no,full,Netherlands
2403,X3,2010,2.7,228,diesel,automatic,RWD,181457,7.5,174,32033,5,5,suv,grey,3,no,,Italy
2404,X7,2023,3.9,291,petrol,automatic,AWD,1045,10.8,243,130892,5,5,suv,blue,0,,full,UK
2405,5 Series,2008,4.3,378,hybrid,automatic,AWD,221479,6.9,149,31024,4,5,sedan,blue,4,no,full,USA
2406,X3,2010,2.3,243,diesel,automatic,AWD,273634,6.9,151,23614,5,5,suv,grey,3,no,partial,Germany
2407,Z4,2018,2.1,207,petrol,automatic,RWD,91727,8.2,179,54710,2,2,convertible,black,4,no,,Netherlands
2408,5 Series,2012,3,190,diesel,automatic,RWD,147013,7.6,176,33898,4,5,sedan,white,4,,full,UK
2409,3 Series,2008,2.9,226,petrol,automatic,RWD,240384,9.6,191,17165,4,5,sedan,black,2,no,full,USA
2410,X3,2016,,279,petrol,automatic,RWD,145388,9.3,210,45403,5,5,suv,black,1,no,partial,Netherlands
2411,5 Series,2017,4.3,380,diesel,automatic,AWD,107418,10.2,210,55121,4,5,sedan,blue,2,no,full,USA
2412,X1,2015,1.6,127,hybrid,automatic,FWD,170272,4.3,97,27134,5,5,suv,black,1,no,partial,UK
2413,5 Series,2024,2.8,241,petrol,automatic,AWD,0,8.6,207,73062,4,5,sedan,black,1,no,full,Netherlands
2414,Z4,2022,2.3,194,petrol,automatic,RWD,23158,7.6,157,57146,2,2,convertible,white,0,yes,full,Turkey
2415,X1,2012,1.9,237,diesel,,FWD,168317,6.1,144,26508,5,5,suv,grey,5,no,full,Netherlands
2416,3 Series,2015,1.8,205,petrol,automatic,RWD,108032,7.6,173,23896,4,5,sedan,black,3,no,partial,USA
2417,X1,2016,2.3,293,diesel,automatic,FWD,142864,7.7,181,33880,5,5,suv,blue,2,no,full,UK
2418,X3,2013,2.2,186,hybrid,automatic,AWD,138924,4.5,106,34459,5,5,suv,black,2,,full,Spain
2419,X5,2018,3,256,petrol,automatic,AWD,75019,9.6,198,82793,5,5,suv,grey,1,no,full,France
2420,Z4,2021,2.9,267,petrol,automatic,RWD,20185,9.6,221,74380,2,2,convertible,grey,2,no,full,Germany
2421,5 Series,2023,3.2,281,diesel,automatic,AWD,37170,8.4,177,60166,4,5,sedan,silver,1,no,full,Italy
2422,3 Series,2021,3.3,247,hybrid,automatic,RWD,29115,6.2,121,47351,4,5,sedan,silver,0,no,full,Italy
2423,X5,2016,3.7,311,hybrid,automatic,AWD,43959,6.5,132,53685,5,5,suv,white,4,yes,partial,Italy
2424,7 Series,2015,3.1,290,diesel,automatic,AWD,91456,7.9,159,75547,4,4,sedan,black,1,no,partial,Spain
2425,3 Series,2024,2,186,hybrid,automatic,RWD,10161,,86,47097,4,5,sedan,black,1,no,full,Netherlands
2426,X1,2013,1.7,157,diesel,automatic,FWD,199585,6.6,147,22753,5,5,suv,white,5,no,full,Turkey
2427,i4,2021,0,531,electric,automatic,AWD,45201,0,0,94260,4,5,coupe,white,2,no,full,USA
2428,X1,2020,2.3,241,hybrid,automatic,AWD,55065,4.4,93,44195,5,5,suv,silver,1,no,full,Italy
2429,X7,2020,3.1,318,petrol,automatic,AWD,24772,9.5,199,118762,5,5,suv,silver,1,no,full,Netherlands
2430,5 Series,2022,3.8,361,diesel,automatic,RWD,52890,9.7,203,63976,4,5,sedan,white,1,no,full,France
2431,X3,2022,3,288,petrol,automatic,RWD,32394,9.7,215,63868,5,5,suv,white,,no,full,Turkey
2432,5 Series,2015,4,353,hybrid,automatic,RWD,83320,6.5,138,42376,4,5,sedan,black,2,no,none,Netherlands
2433,X3,2022,2.6,214,petrol,automatic,RWD,25758,8.8,196,62936,5,5,suv,red,1,no,full,Spain
2434,i7,2018,0,478,electric,automatic,AWD,80649,0,0,163247,4,4,sedan,grey,1,no,full,UK
2435,Z4,2019,2.4,231,petrol,automatic,RWD,63781,7.9,181,50664,2,2,convertible,silver,2,no,partial,Turkey
2436,X5,2015,3.2,270,petrol,automatic,AWD,120678,9.4,192,57906,5,5,suv,,3,no,none,UK
2437,X3,2022,2.1,183,petrol,automatic,RWD,0,7.5,173,61904,5,5,suv,black,0,no,full,Italy
2438,i3,2021,0,159,electric,automatic,RWD,51533,0,0,52524,5,4,hatchback,white,1,,partial,Italy
2439,X3,2021,2,174,hybrid,automatic,AWD,46650,4.4,82,55774,5,5,suv,black,0,no,full,UK
2440,3 Series,2023,3.1,229,hybrid,,AWD,12521,5.5,,44243,4,5,sedan,white,1,no,full,Spain
2441,X1,2023,1.8,159,diesel,automatic,FWD,40653,6.3,144,43494,5,5,suv,,1,no,full,UK
2442,X5,2019,3.1,311,diesel,automatic,AWD,50402,6.8,156,62118,5,5,suv,grey,4,yes,partial,USA
2443,X1,2010,1.9,224,hybrid,automatic,FWD,200883,4.3,112,26885,5,5,suv,white,2,no,full,Netherlands
2444,3 Series,2009,1.8,181,petrol,manual,RWD,184077,7.5,157,13885,4,5,sedan,silver,3,yes,none,Germany
2445,1 Series,2024,2.2,254,petrol,automatic,RWD,24146,8.4,181,33665,5,5,hatchback,black,0,no,full,France
2446,X3,2022,2,222,petrol,automatic,AWD,29768,7.7,162,59286,5,5,suv,black,1,no,full,UK
2447,X3,2021,3.5,267,petrol,automatic,AWD,55661,8.7,188,57974,5,5,suv,black,2,no,full,Netherlands
2448,X1,2013,2.1,212,diesel,automatic,FWD,225080,6.4,130,20247,5,5,suv,red,3,yes,partial,Turkey
2449,X1,2019,1.5,165,hybrid,automatic,FWD,77274,3.9,77,36248,5,5,suv,silver,2,no,full,USA
2450,7 Series,2022,3.6,284,petrol,automatic,RWD,34549,10.1,202,114190,4,4,sedan,blue,1,no,full,Germany
2451,1 Series,2014,1.9,191,diesel,manual,RWD,156138,6.4,142,14352,5,4,hatchback,grey,1,no,full,UK
2452,i3,2018,0,153,electric,automatic,RWD,93465,0,0,32362,5,4,hatchback,white,4,yes,partial,Netherlands
2453,7 Series,2023,0,487,electric,automatic,AWD,6783,0,,121204,4,4,sedan,white,1,no,full,Turkey
2454,1 Series,2022,2.7,265,petrol,automatic,RWD,17904,8.2,170,32844,3,5,hatchback,black,1,no,full,USA
2455,X1,2015,2.4,223,petrol,automatic,AWD,115938,8.3,180,30527,5,5,suv,red,3,yes,full,Turkey
2456,X7,2007,4,361,hybrid,automatic,AWD,300000,6.5,137,60444,5,5,suv,white,2,no,full,Germany
2457,3 Series,2014,2.5,248,diesel,manual,RWD,120177,6.6,140,23729,4,5,sedan,white,4,yes,partial,UK
2458,X3,2010,2.9,225,petrol,automatic,AWD,165380,9.7,191,29455,5,5,suv,silver,3,no,partial,Italy
2459,X5,2019,4.3,343,petrol,automatic,AWD,74806,11.2,269,79044,5,5,suv,grey,3,no,partial,UK
2460,3 Series,2023,2.7,273,diesel,automatic,AWD,23558,7.6,168,50005,4,5,sedan,white,1,no,full,UK
2461,X3,2018,2.5,205,diesel,automatic,AWD,76452,7.1,174,52373,5,5,suv,black,2,no,full,Italy
2462,5 Series,2016,2.6,263,hybrid,automatic,AWD,134087,5.5,106,40488,4,5,sedan,,4,no,partial,Turkey
2463,i3,2023,0,157,electric,automatic,RWD,1773,0,0,53122,5,4,hatchback,silver,1,no,partial,France
2464,1 Series,2009,2.2,171,diesel,manual,RWD,161117,7,152,10045,3,4,hatchback,silver,2,no,partial,Italy
2465,X1,2010,1.8,201,hybrid,automatic,FWD,143117,4.7,111,22639,5,5,suv,,3,,full,Italy
2466,3 Series,2023,3.2,257,petrol,automatic,RWD,10986,9.4,213,49692,4,5,sedan,black,0,no,full,Turkey
2467,5 Series,2024,2.3,209,diesel,automatic,AWD,12388,6.8,158,67192,4,5,sedan,grey,0,no,full,France
2468,i4,2011,0,382,electric,automatic,RWD,189561,0,0,36601,4,5,coupe,white,2,yes,partial,Turkey
2469,X7,2011,3.8,329,diesel,automatic,AWD,117141,8.9,185,64744,5,5,suv,grey,3,yes,partial,Spain
2470,1 Series,2017,2.9,277,petrol,,RWD,37446,10.2,234,22594,5,4,hatchback,black,,yes,partial,Netherlands
2471,i3,2016,0,139,electric,automatic,RWD,104070,0,0,37666,5,4,hatchback,,2,no,full,Turkey
2472,X7,2023,4,332,petrol,automatic,AWD,31002,10.5,227,125520,5,5,suv,white,0,no,full,Spain
2473,X3,2018,2.2,277,diesel,automatic,AWD,112581,6.6,146,52777,5,5,suv,white,1,no,,France
2474,5 Series,2006,4.3,360,hybrid,,AWD,300000,6.9,139,21197,4,5,sedan,silver,3,yes,partial,UK
2475,3 Series,2023,2.5,217,diesel,automatic,AWD,5926,7.6,172,43781,4,5,sedan,white,0,no,partial,UK
2476,3 Series,2016,1.9,220,diesel,automatic,AWD,142752,6.8,148,28099,4,5,sedan,white,1,no,full,Turkey
2477,1 Series,2024,1.7,180,petrol,automatic,RWD,632,6.6,135,26743,5,4,hatchback,silver,1,no,partial,Italy
2478,3 Series,2022,3,219,hybrid,manual,AWD,21533,5.7,139,44053,4,5,sedan,silver,,no,full,USA
2479,X7,2016,4.1,329,hybrid,automatic,AWD,99421,,157,86751,5,5,suv,blue,2,no,partial,Spain
2480,X3,2012,2.7,257,petrol,automatic,RWD,190449,8.3,177,34399,5,5,suv,silver,2,no,partial,USA
